NSEcode,BSEcode,ISIN,full_name,industry_name,industry_id,sector_name,sector_id,TL_SCORE
SIMPLEXCAS,513472,INE658D01011,Simplex Castings Ltd.,Other Industrial Products,90,General Industrials,24,57.2233341666666746050395886413753032684326171875
SIMPLEXINF,523838,INE059B01024,Simplex Infrastructures Ltd.,Construction & Engineering,26,Cement and Construction ,26,42.92138972222222292884907801635563373565673828125
SITINET,532795,INE965H01011,SITI Networks Ltd.,Broadcasting & Cable TV,15,Media,3,
SIYSIL,503811,INE076B01028,Siyaram Silk Mills Ltd.,Textiles,119,Textiles Apparels & Accessories,8,57.887223055555551809447933919727802276611328125
SJVN,533206,INE002L01015,SJVN Ltd.,Electric Utilities,39,Utilities,28,42.5547230555555557884872541762888431549072265625
SKFINDIA,500472,INE640A01023,SKF India Ltd.,Other Industrial Goods,89,General Industrials,24,45.1402769444444373903024825267493724822998046875
SKIL,539861,INE429F01012,SKIL Infrastructure Ltd.,Construction & Engineering,26,Cement and Construction ,26,
SKMEGGPROD,532143,INE411D01015,SKM Egg Products Export (India) Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,56.4622230555555546516188769601285457611083984375
SMARTLINK,532419,INE178C01020,Smartlink Holdings Ltd.,IT Networking Equipment,71,Hardware Technology & Equipment,5,68.9338888888888874362237402237951755523681640625
SMLISUZU,505192,INE294B01019,SML Isuzu Ltd.,Commercial Vehicles,21,Automobiles & Auto Components,20,51.521388055555547680341987870633602142333984375
SMSPHARMA,532815,INE812G01025,SMS Pharmaceuticals Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,68.09888888888889368899981491267681121826171875
SNOWMAN,538635,INE734N01019,Snowman Logistics Ltd.,Transportation - Logistics,120,Transportation,9,55.87916666666666998253276688046753406524658203125
SOBHA,532784,INE671H01015,Sobha Ltd.,Realty,103,Realty,18,39.9419444444444451391973416320979595184326171875
SOLARINDS,532725,INE343H01029,Solar Industries India Ltd.,Other Industrial Products,90,General Industrials,24,55.7711102777777654182500555180013179779052734375
SOMANYCERA,531548,INE355A01028,Somany Ceramics Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,61.1124991666666659284601337276399135589599609375
SOMATEX,521034,INE314C01013,Soma Textiles & Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
JTEKTINDIA,520057,INE643A01035,JTEKT India Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,53.944723055555556356921442784368991851806640625
SONATSOFTW,532221,INE269A01021,Sonata Software Ltd.,IT Consulting & Software,70,Software & Services,1,33.45500083333333662949371500872075557708740234375
SOTL,524667,INE035D01020,Savita Oil Technologies Ltd.,Refineries/Petro-Products,104,Oil & Gas,12,55.3188880555555471119077992625534534454345703125
SOUTHBANK,532218,INE683A01023,South Indian Bank Ltd.,Banks,11,Banking and Finance,21,64.0133341666666666469609481282532215118408203125
SPARC,532872,INE232I01014,Sun Pharma Advanced Research Company Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,21.163054722222224057759376592002809047698974609375
SPECIALITY,534425,INE247M01014,Speciality Restaurants Ltd.,Restaurants,105,Hotels Restaurants & Tourism,30,49.4355555555555525870659039355814456939697265625
SPIC,590030,INE147A01011,Southern Petrochemicals Industries Corporation Ltd.,Fertilizers,42,Fertilizers,27,56.639723055555549535711179487407207489013671875
DIGISPICE,517214,INE927C01020,DiGiSPICE Technologies Ltd.,IT Software Products,72,Software & Services,1,63.7302777777777720302765374071896076202392578125
SPLIL,532651,INE978G01016,SPL Industries Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,48.046111944444447772184503264725208282470703125
SPMLINFRA,500402,INE937A01023,SPML Infra Ltd.,Construction & Engineering,26,Cement and Construction ,26,52.4077769444444356849999167025089263916015625
SHEKHAWATI,533301,INE268L01046,Shekhawati Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,67.4886102777777665551184327341616153717041015625
EXPLEOSOL,533121,INE201K01015,Expleo Solutions Ltd.,IT Consulting & Software,70,Software & Services,1,48.34472305555555493583597126416862010955810546875
SREEL,535601,INE099F01013,Sreeleathers Ltd.,Footwear,47,Retailing,6,52.46749916666666280207209638319909572601318359375
SRF,503806,INE647A01010,SRF Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,43.20555555555555571345394128002226352691650390625
SRGINFOTEC,511525,INE376A01032,Pan India Corporation Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
SRHHYPOLTD,532842,INE917H01012,Sree Rayalaseema Hi-Strength Hypo Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,64.7983341666666774472105316817760467529296875
SHRIRAMFIN,511218,INE721A01013,Shriram Finance Ltd.,Finance (including NBFCs),44,Banking and Finance,21,46.50833333333333285963817615993320941925048828125
VEDL,500295,INE205A01025,Vedanta Ltd.,Aluminium and Aluminium Products,7,Metals & Mining,13,50.33555555555555116598043241538107395172119140625
SSWL,513262,INE802C01033,Steel Strips Wheels Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,45.1700008333333329346714890561997890472412109375
STAR,532531,INE939A01011,Strides Pharma Science Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,48.10361194444444521423065452836453914642333984375
STARPAPER,516022,INE733A01018,Star Paper Mills Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,52.6847230555555512410137453116476535797119140625
STCINDIA,512531,INE655A01013,State Trading Corporation Of India Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
STEL,533316,INE577L01016,STEL Holdings Ltd.,Holding Companies,55,Diversified,11,
STERTOOLS,530759,INE334A01023,Sterling Tools Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,70.4422213888888819610656355507671833038330078125
STLTECH,532374,INE089C01029,Sterlite Technologies Ltd.,Telecom Cables,116,Telecommunications Equipment,22,24.58694361111110993078909814357757568359375
STYRENIX,506222,INE189B01011,Styrenix Performance Materials Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,74.5297213888888876454075216315686702728271484375
SUBEXLTD,532348,INE754A01055,Subex Ltd.,IT Software Products,72,Software & Services,1,31.136665833333335484667259152047336101531982421875
SUBROS,517168,INE287B01021,Subros Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,72.1433324999999996407495927996933460235595703125
SUDARSCHEM,506655,INE659A01023,Sudarshan Chemical Industries Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,66.5322213888888853716707671992480754852294921875
NTL,532887,INE333I01036,Neueon Towers Ltd.,Heavy Electrical Equipment,54,General Industrials,24,
SUMEETINDS,514211,INE235C01010,Sumeet Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
SUMMITSEC,533306,INE519C01017,Summit Securities Ltd.,Investment Companies,67,Others,14,69.6547213888888876454075216315686702728271484375
TVSHLTD,520056,INE105A01035,TVS Holdings Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,60.6136102777777665551184327341616153717041015625
SUNDARAM,533166,INE108E01023,Sundaram Multi Pap Ltd.,Commodity Printing/Stationery,23,Commercial Services & Supplies,25,36.10416583333333306882195756770670413970947265625
SUNDARMFIN,590071,INE660A01013,Sundaram Finance Ltd.,Finance (including NBFCs),44,Banking and Finance,21,46.5613880555555539331180625595152378082275390625
SUNDRMBRAK,590072,INE073D01013,Sundaram Brake Lining Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,71.7188888888888840256186085753142833709716796875
SUNDRMFAST,500403,INE387A01021,Sundram Fasteners Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,60.90194527777777011579019017517566680908203125
SUNFLAG,500404,INE947A01014,Sunflag Iron & Steel Company Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,56.757223055555556356921442784368991851806640625
SUNPHARMA,524715,INE044A01036,Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,69.5091675000000037698555388487875461578369140625
SUNTECK,512179,INE805D01034,Sunteck Realty Ltd.,Realty,103,Realty,18,62.57361027777776740776971564628183841705322265625
SUNTV,532733,INE424H01027,Sun TV Network Ltd.,Broadcasting & Cable TV,15,Media,3,67.4338888888888874362237402237951755523681640625
SUPER,512527,INE091C01017,Super Sales India Ltd.,Textiles,119,Textiles Apparels & Accessories,8,51.9388880555555516593813081271946430206298828125
SUPERHOUSE,523283,INE712B01010,Superhouse Ltd.,Footwear,47,Retailing,6,59.633888055555559049025760032236576080322265625
SUPERSPIN,521180,INE662A01027,Super Spinning Mills Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
SPLPETRO,500405,INE663A01033,Supreme Petrochem Ltd.,Petrochemicals,98,Chemicals & Petrochemicals,2,48.62472305555555607270434848032891750335693359375
SUPRAJIT,532509,INE399C01030,Suprajit Engineering Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,64.0752777777777708934081601910293102264404296875
SUPREMEIND,509930,INE195A01028,Supreme Industries Ltd.,Plastic Products,101,General Industrials,24,60.38388888888888317296732566319406032562255859375
SUPREMEINF,532904,INE550H01011,Supreme Infrastructure India Ltd.,Construction & Engineering,26,Cement and Construction ,26,
SURANAT&P,517530,INE130B01031,Surana Telecom and Power Ltd.,Electric Utilities,39,Utilities,28,
SURYALAXMI,521200,INE713B01026,Suryalakshmi Cotton Mills Ltd.,Textiles,119,Textiles Apparels & Accessories,8,54.4622230555555546516188769601285457611083984375
SURYAROSNI,500336,INE335A01020,Surya Roshni Ltd.,Iron & Steel Products,69,Metals & Mining,13,65.1661102777777756500654504634439945220947265625
SUTLEJTEX,532782,INE645H01027,Sutlej Textiles & Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,36.62722222222222256959867081604897975921630859375
SUVEN,530239,INE495B01038,Suven Life Sciences Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
SUZLON,532667,INE040H01021,Suzlon Energy Ltd.,Heavy Electrical Equipment,54,General Industrials,24,51.93583416666667318395411712117493152618408203125
SWANENERGY,503310,INE665A01038,Swan Energy Ltd.,Realty,103,Realty,18,52.01583416666667147865155129693448543548583984375
SWARAJENG,500407,INE277A01016,Swaraj Engines Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,60.185277777777770324973971582949161529541015625
SWELECTES,532051,INE409B01013,Swelect Energy Systems Ltd.,Heavy Electrical Equipment,54,General Industrials,24,63.875277777777768051237217150628566741943359375
SYMPHONY,517385,INE225D01027,Symphony Ltd.,Consumer Electronics,29,Consumer Durables,23,68.9972213888888887822758988477289676666259765625
TAINWALCHM,507785,INE123C01018,Tainwala Chemicals & Plastics (India) Ltd.,Plastic Products,101,General Industrials,24,
TAJGVK,532390,INE586B01026,Taj GVK Hotels & Resorts Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,60.40111027777776797620390425436198711395263671875
TAKE,532890,INE142I01023,Take Solutions Ltd.,Healthcare Services,52,Diversified Consumer Services,15,
TALBROAUTO,505160,INE187D01029,Talbros Automotive Components Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,65.7327777777777697565397829748690128326416015625
TANFACIND,506854,INE639B01015,Tanfac Industries Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,44.075555555555553155500092543661594390869140625
TANLA,532790,INE483C01032,Tanla Platforms Ltd.,Internet Software & Services,66,Software & Services,1,45.93972305555555379896759404800832271575927734375
TCLCONS,532738,INE388G01026,Tantia Constructions Ltd.,Construction & Engineering,26,Cement and Construction ,26,25.138889722222220513003776432015001773834228515625
TARAPUR,533203,INE747K01017,Tarapur Transformers Ltd.,Heavy Electrical Equipment,54,General Industrials,24,
TARMAT,532869,INE924H01018,Tarmat Ltd.,Construction & Engineering,26,Cement and Construction ,26,40.13361194444444635109903174452483654022216796875
TATACHEM,500770,INE092A01019,Tata Chemicals Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,49.703888055555552227815496735274791717529296875
TATACOMM,500483,INE151A01013,Tata Communications Ltd.,Other Telecom Services,94,Telecom Services,10,49.406666666666666287710540927946567535400390625
TATAELXSI,500408,INE670A01012,Tata Elxsi Ltd.,IT Consulting & Software,70,Software & Services,1,36.03277694444444279042727430351078510284423828125
TATACONSUM,500800,INE192A01025,Tata Consumer Products Ltd.,Tea & Coffee,114,Food Beverages & Tobacco,4,50.07833416666667147865155129693448543548583984375
TATAINVEST,501301,INE672A01018,Tata Investment Corporation Ltd.,Holding Companies,55,Diversified,11,57.30583416666667062600026838481426239013671875
TATAMOTORS,500570,INE155A01022,Tata Motors Ltd.,Cars & Utility Vehicles,17,Automobiles & Auto Components,20,69.311945277777766705185058526694774627685546875
TATAPOWER,500400,INE245A01021,Tata Power Company Ltd.,Electric Utilities,39,Utilities,28,61.09361027777777053415775299072265625
TATASTEEL,500470,INE081A01020,Tata Steel Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,34.20472222222222313803285942412912845611572265625
TBZ,534369,INE760L01018,Tribhovandas Bhimji Zaveri Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,69.811945277777766705185058526694774627685546875
TCI,532349,INE688A01022,Transport Corporation of India Ltd.,Surface Transportation,113,Transportation,9,44.9841658333333356267758063040673732757568359375
TCIFINANCE,501242,INE911B01018,TCI Finance Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
TCS,532540,INE467B01029,Tata Consultancy Services Ltd.,IT Consulting & Software,70,Software & Services,1,56.10111027777777081837484729476273059844970703125
TDPOWERSYS,533553,INE419M01027,TD Power Systems Ltd.,Heavy Electrical Equipment,54,General Industrials,24,57.7752777777777737355791032314300537109375
TECHM,532755,INE669C01036,Tech Mahindra Ltd.,IT Consulting & Software,70,Software & Services,1,52.449723055555551809447933919727802276611328125
TEXINFRA,505400,INE435C01024,Texmaco Infrastructure & Holdings Ltd.,Realty,103,Realty,18,
TEXMOPIPES,533164,INE141K01013,Texmo Pipes & Products Ltd.,Plastic Products,101,General Industrials,24,57.4916666666666742457891814410686492919921875
TEXRAIL,533326,INE621L01012,Texmaco Rail & Engineering Ltd.,Construction & Engineering,26,Cement and Construction ,26,62.02194527777777466326369903981685638427734375
TFCILTD,526650,INE305A01015,Tourism Finance Corporation of India Ltd.,Financial Institutions,45,Banking and Finance,21,41.777776944444440232473425567150115966796875
TFL,532812,INE804H01012,Transwarranty Finance Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
TGBHOTELS,532845,INE797H01018,TGB Banquets and Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,
THANGAMAYL,533158,INE085J01014,Thangamayil Jewellery Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,53.692223055555558630658197216689586639404296875
BYKE,531373,INE319B01014,The Byke Hospitality Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,64.8869452777777695473560015670955181121826171875
THEMISMED,530199,INE083B01024,Themis Medicare Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,37.0133333333333354175920248962938785552978515625
THERMAX,500411,INE152A01029,Thermax Ltd.,Heavy Electrical Equipment,54,General Industrials,24,47.87138805555554910142745939083397388458251953125
THOMASCOOK,500413,INE332A01027,Thomas Cook (India) Ltd.,Travel Support Services,122,Diversified Consumer Services,15,64.2236102777777659866842441260814666748046875
THOMASCOTT,533941,INE480M01011,Thomas Scott (India) Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,54.95083416666667375238830572925508022308349609375
TI,507205,INE133E01013,Tilaknagar Industries Ltd.,Breweries & Distilleries,14,Food Beverages & Tobacco,4,49.60138805555555308046677964739501476287841796875
VEEDOL,590005,INE484C01030,Veedol Corporation Ltd.,Oil Marketing & Distribution,83,Oil & Gas,12,73.4516674999999992223820299841463565826416015625
TIIL,532804,INE545H01011,Technocraft Industries (India) Ltd.,Iron & Steel Products,69,Metals & Mining,13,53.30972305555555834644110291264951229095458984375
TIJARIA,533629,INE440L01017,Tijaria Polypipes Ltd.,Plastic Products,101,General Industrials,24,
TIL,505196,INE806C01018,TIL Ltd.,Transport Related Services,121,Transportation,9,45.37416583333333619520999491214752197265625
TIMESGTY,511559,INE289C01025,Times Guaranty Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
TIMETECHNO,532856,INE508G01029,Time Technoplast Ltd.,Plastic Products,101,General Industrials,24,75.1538888888888862993553630076348781585693359375
TIMKEN,522113,INE325A01013,Timken India Ltd.,Other Industrial Products,90,General Industrials,24,51.12999916666667132858492550440132617950439453125
